Number,Player,Matchweek,Matchday,Injured,Minutes_Last_Game,Minutes_Prev_3_Games,Minutes_Last_30d,Days_Since_Last_Injury_Related,Days_Since_Last_Injury_Any,age,Pos,Days_Rest,Short_Rest_Flag_le3d,Matches_Last_10d,High_Minute_Flag_10d_3x85,Starts_Last_5,Consecutive_Starts,Rolling_Minutes_7d,Rolling_Minutes_28d,Minutes
28,Wilson Odobert,29,2025-03-15,0,90.0,173.0,298.0,30.0,30.0,20.0,"FW,MF",,,3,,,,,,0.0
29,Pape Matar Sarr,29,2025-03-15,0,90.0,114.0,223.0,48.0,48.0,23.0,MF,,,3,,,,,,0.0
30,Rodrigo Bentancur,29,2025-03-15,0,60.0,216.0,383.0,196.0,52.0,28.0,MF,,,2,,,,,,0.0
37,Micky van de Ven,29,2025-03-15,0,30.0,30.0,90.0,47.0,10.0,24.0,DF,,,2,,,,,,0.0
3,Radu Dragusin,30,2025-04-03,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,30,2025-04-03,1,0.0,180.0,180.0,170.0,170.0,27.0,DF,,,0,,,,,,0.0
6,João Palhinha,30,2025-04-03,0,0.0,0.0,95.0,69.0,46.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,30,2025-04-03,0,0.0,0.0,405.0,92.0,92.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,30,2025-04-03,0,0.0,45.0,273.0,195.0,68.0,,,,,1,,,,,,0.0
9,Richarlison,30,2025-04-03,1,0.0,0.0,0.0,166.0,64.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,30,2025-04-03,0,0.0,111.0,287.0,52.0,52.0,,,18.0,0.0,1,0.0,2.0,1.0,0.0,200.0,87.0
11,,30,2025-04-03,0,0.0,66.0,124.0,,,,,18.0,0.0,1,0.0,5.0,0.0,0.0,121.0,3.0
13,Destiny Udogie,30,2025-04-03,0,0.0,70.0,435.0,52.0,52.0,22.0,DF,11.0,0.0,1,0.0,4.0,4.0,0.0,345.0,90.0
14,,30,2025-04-03,0,0.0,90.0,210.0,,,,,,,0,,,,,,0.0
15,Lucas Bergvall,30,2025-04-03,0,0.0,135.0,326.0,,,19.0,MF,18.0,0.0,1,0.0,3.0,1.0,0.0,263.0,63.0
17,Cristian Romero,30,2025-04-03,0,0.0,60.0,487.0,146.0,31.0,27.0,DF,9.0,0.0,2,0.0,3.0,3.0,0.0,397.0,90.0
19,Dominic Solanke,30,2025-04-03,0,0.0,90.0,378.0,206.0,32.0,,,18.0,0.0,1,0.0,4.0,4.0,0.0,288.0,90.0
20,,30,2025-04-03,0,89.0,89.0,349.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,30,2025-04-03,1,0.0,24.0,0.0,,0.0,,,,,0,,,,,,0.0
22,Brennan Johnson,30,2025-04-03,0,0.0,135.0,367.0,49.0,49.0,24.0,FW,9.0,0.0,2,0.0,4.0,0.0,0.0,340.0,27.0
23,,30,2025-04-03,0,0.0,176.0,314.0,,,,,11.0,0.0,1,0.0,3.0,0.0,0.0,311.0,3.0
24,Djed Spence,30,2025-04-03,0,0.0,114.0,450.0,146.0,61.0,25.0,DF,18.0,0.0,1,0.0,4.0,5.0,0.0,360.0,90.0
28,Wilson Odobert,30,2025-04-03,0,0.0,156.0,288.0,49.0,49.0,20.0,"FW,MF",18.0,0.0,1,0.0,3.0,1.0,0.0,225.0,63.0
29,Pape Matar Sarr,30,2025-04-03,0,0.0,114.0,361.0,67.0,67.0,23.0,MF,9.0,0.0,2,0.0,3.0,0.0,0.0,334.0,27.0
30,Rodrigo Bentancur,30,2025-04-03,0,0.0,126.0,505.0,215.0,71.0,28.0,MF,9.0,0.0,2,0.0,5.0,23.0,0.0,415.0,90.0
37,Micky van de Ven,30,2025-04-03,0,0.0,30.0,177.0,66.0,29.0,24.0,DF,21.0,0.0,1,0.0,4.0,2.0,0.0,90.0,87.0
3,Radu Dragusin,31,2025-04-05,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,31,2025-04-05,1,0.0,90.0,180.0,172.0,172.0,27.0,DF,,,0,,,,,,0.0
6,João Palhinha,31,2025-04-05,0,0.0,0.0,183.0,71.0,48.0,30.0,MF,,,2,,,,,,0.0
7,Xavi Simons,31,2025-04-05,0,0.0,0.0,495.0,94.0,94.0,22.0,"FW,MF",,,3,,,,,,0.0
8,Yves Bissouma,31,2025-04-05,0,0.0,45.0,273.0,197.0,70.0,,,,,0,,,,,,0.0
9,Richarlison,31,2025-04-05,0,0.0,0.0,0.0,168.0,2.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,31,2025-04-05,0,87.0,117.0,287.0,54.0,54.0,,,,,1,,,,,,0.0
11,,31,2025-04-05,0,3.0,3.0,124.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,31,2025-04-05,0,90.0,94.0,435.0,54.0,54.0,22.0,DF,,,1,,,,,,0.0
14,,31,2025-04-05,0,0.0,0.0,210.0,,,,,,,0,,,,,,0.0
15,Lucas Bergvall,31,2025-04-05,0,63.0,108.0,326.0,,,19.0,MF,,,1,,,,,,0.0
17,Cristian Romero,31,2025-04-05,0,90.0,150.0,487.0,148.0,33.0,27.0,DF,,,1,,,,,,0.0
19,Dominic Solanke,31,2025-04-05,0,90.0,180.0,378.0,208.0,34.0,,,,,1,,,,,,0.0
20,,31,2025-04-05,0,0.0,89.0,432.0,,,,,12.0,0.0,1,0.0,5.0,20.0,0.0,349.0,83.0
21,Dejan Kulusevski,31,2025-04-05,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
22,Brennan Johnson,31,2025-04-05,0,27.0,72.0,367.0,51.0,51.0,24.0,FW,,,1,,,,,,0.0
23,,31,2025-04-05,0,3.0,89.0,314.0,,,,,,,1,,,,,,0.0
24,Djed Spence,31,2025-04-05,0,90.0,180.0,450.0,148.0,63.0,25.0,DF,,,1,,,,,,0.0
28,Wilson Odobert,31,2025-04-05,0,63.0,153.0,288.0,51.0,51.0,20.0,"FW,MF",,,1,,,,,,0.0
29,Pape Matar Sarr,31,2025-04-05,0,27.0,117.0,361.0,69.0,69.0,23.0,MF,,,1,,,,,,0.0
30,Rodrigo Bentancur,31,2025-04-05,0,90.0,150.0,505.0,217.0,73.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,31,2025-04-05,0,87.0,117.0,177.0,68.0,31.0,24.0,DF,,,1,,,,,,0.0
3,Radu Dragusin,32,2025-04-13,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,32,2025-04-13,1,0.0,0.0,0.0,180.0,180.0,27.0,DF,,,0,,,,,,0.0
6,João Palhinha,32,2025-04-13,0,0.0,0.0,135.0,79.0,56.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,32,2025-04-13,0,0.0,0.0,492.0,102.0,102.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,32,2025-04-13,0,0.0,0.0,279.0,205.0,78.0,,,7.0,0.0,2,0.0,1.0,1.0,11.0,225.0,54.0
9,Richarlison,32,2025-04-13,0,0.0,0.0,19.0,176.0,10.0,28.0,FW,3.0,1.0,2,0.0,4.0,0.0,3.0,3.0,16.0
10,James Maddison,32,2025-04-13,0,0.0,87.0,341.0,62.0,62.0,,,3.0,1.0,4,0.0,4.0,4.0,157.0,267.0,74.0
11,,32,2025-04-13,0,0.0,3.0,185.0,,,,,3.0,1.0,4,0.0,2.0,1.0,16.0,95.0,90.0
13,Destiny Udogie,32,2025-04-13,0,0.0,90.0,438.0,62.0,62.0,22.0,DF,,,2,,,,,,0.0
14,,32,2025-04-13,0,0.0,0.0,191.0,,,,,7.0,0.0,2,0.0,3.0,1.0,11.0,101.0,90.0
15,Lucas Bergvall,32,2025-04-13,0,0.0,63.0,313.0,,,19.0,MF,3.0,1.0,4,0.0,4.0,0.0,169.0,277.0,36.0
17,Cristian Romero,32,2025-04-13,0,0.0,90.0,607.0,156.0,41.0,27.0,DF,3.0,1.0,4,1.0,5.0,0.0,180.0,517.0,90.0
19,Dominic Solanke,32,2025-04-13,0,0.0,90.0,427.0,216.0,42.0,,,3.0,1.0,4,1.0,5.0,7.0,173.0,353.0,74.0
20,,32,2025-04-13,0,83.0,172.0,432.0,,,,,8.0,0.0,2,0.0,5.0,21.0,0.0,253.0,90.0
21,Dejan Kulusevski,32,2025-04-13,0,0.0,0.0,16.0,3.0,3.0,,,46.0,0.0,1,0.0,4.0,0.0,0.0,0.0,16.0
22,Brennan Johnson,32,2025-04-13,0,0.0,27.0,488.0,59.0,59.0,24.0,FW,3.0,1.0,4,0.0,4.0,3.0,180.0,398.0,90.0
23,,32,2025-04-13,0,0.0,3.0,299.0,,,,,,,3,,,,,,0.0
24,Djed Spence,32,2025-04-13,0,0.0,90.0,372.0,156.0,71.0,25.0,DF,3.0,1.0,4,0.0,4.0,1.0,102.0,282.0,90.0
28,Wilson Odobert,32,2025-04-13,0,0.0,63.0,111.0,59.0,59.0,20.0,"FW,MF",,,2,,,,,,0.0
29,Pape Matar Sarr,32,2025-04-13,0,0.0,27.0,262.0,77.0,77.0,23.0,MF,3.0,1.0,4,0.0,1.0,1.0,46.0,208.0,54.0
30,Rodrigo Bentancur,32,2025-04-13,0,0.0,90.0,537.0,225.0,81.0,28.0,MF,3.0,1.0,4,0.0,5.0,0.0,146.0,501.0,36.0
37,Micky van de Ven,32,2025-04-13,0,0.0,87.0,177.0,76.0,39.0,24.0,DF,,,2,,,,,,0.0
3,Radu Dragusin,33,2025-04-19,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,33,2025-04-19,0,0.0,0.0,6.0,186.0,5.0,27.0,DF,,,1,,,,,,0.0
6,João Palhinha,33,2025-04-19,0,0.0,0.0,141.0,85.0,62.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,33,2025-04-19,0,0.0,0.0,412.0,108.0,108.0,22.0,"FW,MF",,,1,,,,,,0.0
8,Yves Bissouma,33,2025-04-19,0,54.0,54.0,234.0,211.0,84.0,,,,,1,,,,,,0.0
9,Richarlison,33,2025-04-19,0,16.0,16.0,19.0,182.0,16.0,28.0,FW,,,2,,,,,,0.0
10,James Maddison,33,2025-04-19,0,74.0,161.0,362.0,68.0,68.0,,,,,3,,,,,,0.0
11,,33,2025-04-19,0,90.0,93.0,187.0,,,,,,,3,,,,,,0.0
13,Destiny Udogie,33,2025-04-19,0,0.0,90.0,438.0,68.0,68.0,22.0,DF,,,2,,,,,,0.0
14,,33,2025-04-19,0,90.0,90.0,101.0,,,,,,,1,,,,,,0.0
15,Lucas Bergvall,33,2025-04-19,0,36.0,99.0,358.0,,,19.0,MF,,,3,,,,,,0.0
17,Cristian Romero,33,2025-04-19,0,90.0,180.0,630.0,162.0,47.0,27.0,DF,,,3,,,,,,0.0
19,Dominic Solanke,33,2025-04-19,0,74.0,164.0,427.0,222.0,48.0,,,,,3,,,,,,0.0
20,,33,2025-04-19,0,90.0,173.0,417.0,,,,,6.0,0.0,2,0.0,5.0,22.0,90.0,253.0,74.0
21,Dejan Kulusevski,33,2025-04-19,0,16.0,16.0,62.0,9.0,9.0,,,,,2,,,,,,0.0
22,Brennan Johnson,33,2025-04-19,0,90.0,117.0,527.0,65.0,65.0,24.0,FW,,,3,,,,,,0.0
23,,33,2025-04-19,0,0.0,3.0,389.0,,,,,,,2,,,,,,0.0
24,Djed Spence,33,2025-04-19,0,90.0,180.0,282.0,162.0,77.0,25.0,DF,,,2,,,,,,0.0
28,Wilson Odobert,33,2025-04-19,0,0.0,63.0,97.0,65.0,65.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,33,2025-04-19,0,54.0,81.0,274.0,83.0,83.0,23.0,MF,,,3,,,,,,0.0
30,Rodrigo Bentancur,33,2025-04-19,0,36.0,126.0,542.0,231.0,87.0,28.0,MF,,,3,,,,,,0.0
37,Micky van de Ven,33,2025-04-19,0,0.0,87.0,267.0,82.0,45.0,24.0,DF,,,2,,,,,,0.0
3,Radu Dragusin,34,2025-04-26,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,34,2025-04-26,0,0.0,0.0,51.0,193.0,12.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,34,2025-04-26,0,0.0,0.0,141.0,92.0,69.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,34,2025-04-26,0,0.0,0.0,429.0,115.0,115.0,22.0,"FW,MF",,,1,,,,,,0.0
8,Yves Bissouma,34,2025-04-26,0,0.0,54.0,65.0,218.0,91.0,,,,,0,,,,,,0.0
9,Richarlison,34,2025-04-26,0,0.0,16.0,109.0,189.0,23.0,28.0,FW,,,1,,,,,,0.0
10,James Maddison,34,2025-04-26,0,0.0,74.0,362.0,75.0,75.0,,,,,1,,,,,,0.0
11,,34,2025-04-26,0,0.0,90.0,277.0,,,,,,,2,,,,,,0.0
13,Destiny Udogie,34,2025-04-26,0,0.0,0.0,258.0,75.0,75.0,22.0,DF,,,1,,,,,,0.0
14,,34,2025-04-26,0,0.0,90.0,101.0,,,,,,,0,,,,,,0.0
15,Lucas Bergvall,34,2025-04-26,0,0.0,36.0,368.0,,,19.0,MF,,,2,,,,,,0.0
17,Cristian Romero,34,2025-04-26,0,0.0,90.0,495.0,169.0,54.0,27.0,DF,,,2,,,,,,0.0
19,Dominic Solanke,34,2025-04-26,0,0.0,74.0,451.0,229.0,55.0,,,,,2,,,,,,0.0
20,,34,2025-04-26,0,74.0,247.0,337.0,,,,,7.0,0.0,2,0.0,5.0,23.0,74.0,247.0,90.0
21,Dejan Kulusevski,34,2025-04-26,0,0.0,16.0,128.0,16.0,16.0,,,,,2,,,,,,0.0
22,Brennan Johnson,34,2025-04-26,0,0.0,90.0,405.0,72.0,72.0,24.0,FW,,,2,,,,,,0.0
23,,34,2025-04-26,0,0.0,0.0,363.0,,,,,,,2,,,,,,0.0
24,Djed Spence,34,2025-04-26,0,0.0,90.0,372.0,169.0,84.0,25.0,DF,,,1,,,,,,0.0
28,Wilson Odobert,34,2025-04-26,0,0.0,0.0,163.0,72.0,72.0,20.0,"FW,MF",,,1,,,,,,0.0
29,Pape Matar Sarr,34,2025-04-26,0,0.0,54.0,219.0,90.0,90.0,23.0,MF,,,2,,,,,,0.0
30,Rodrigo Bentancur,34,2025-04-26,0,0.0,36.0,452.0,238.0,94.0,28.0,MF,,,2,,,,,,0.0
37,Micky van de Ven,34,2025-04-26,0,0.0,0.0,312.0,89.0,52.0,24.0,DF,,,2,,,,,,0.0
3,Radu Dragusin,35,2025-05-04,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,35,2025-05-04,0,0.0,0.0,231.0,201.0,20.0,27.0,DF,7.0,0.0,2,0.0,3.0,2.0,90.0,141.0,90.0
6,João Palhinha,35,2025-05-04,0,0.0,0.0,99.0,100.0,77.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,35,2025-05-04,0,0.0,0.0,339.0,123.0,123.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,35,2025-05-04,0,0.0,54.0,245.0,226.0,99.0,,,3.0,1.0,2,0.0,2.0,3.0,90.0,155.0,90.0
9,Richarlison,35,2025-05-04,0,0.0,16.0,244.0,197.0,31.0,28.0,FW,3.0,1.0,3,0.0,2.0,2.0,68.0,177.0,67.0
10,James Maddison,35,2025-05-04,1,0.0,74.0,384.0,83.0,83.0,,,,,2,,,,,,0.0
11,,35,2025-05-04,0,0.0,90.0,476.0,,,,,3.0,1.0,3,0.0,4.0,1.0,112.0,386.0,90.0
13,Destiny Udogie,35,2025-05-04,0,0.0,0.0,348.0,83.0,83.0,22.0,DF,,,2,,,,,,0.0
14,,35,2025-05-04,0,0.0,90.0,236.0,,,,,7.0,0.0,2,0.0,3.0,3.0,45.0,146.0,90.0
15,Lucas Bergvall,35,2025-05-04,1,0.0,36.0,395.0,,0.0,19.0,MF,,,1,,,,,,0.0
17,Cristian Romero,35,2025-05-04,0,0.0,90.0,495.0,177.0,62.0,27.0,DF,,,1,,,,,,0.0
19,Dominic Solanke,35,2025-05-04,1,0.0,74.0,502.0,237.0,63.0,,,,,2,,,,,,0.0
20,,35,2025-05-04,0,90.0,254.0,427.0,,,,,8.0,0.0,2,0.0,5.0,24.0,0.0,254.0,90.0
21,Dejan Kulusevski,35,2025-05-04,0,0.0,16.0,289.0,24.0,24.0,,,3.0,1.0,3,0.0,1.0,1.0,71.0,199.0,90.0
22,Brennan Johnson,35,2025-05-04,0,0.0,90.0,558.0,80.0,80.0,24.0,FW,,,2,,,,,,0.0
23,,35,2025-05-04,0,0.0,0.0,450.0,,,,,,,1,,,,,,0.0
24,Djed Spence,35,2025-05-04,0,0.0,90.0,462.0,177.0,92.0,25.0,DF,7.0,0.0,2,0.0,4.0,4.0,90.0,372.0,90.0
28,Wilson Odobert,35,2025-05-04,0,0.0,0.0,229.0,80.0,80.0,20.0,"FW,MF",3.0,1.0,3,0.0,2.0,1.0,39.0,139.0,90.0
29,Pape Matar Sarr,35,2025-05-04,0,0.0,54.0,327.0,98.0,98.0,23.0,MF,7.0,0.0,2,0.0,2.0,1.0,45.0,237.0,90.0
30,Rodrigo Bentancur,35,2025-05-04,0,0.0,36.0,452.0,246.0,102.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,35,2025-05-04,0,0.0,0.0,315.0,97.0,60.0,24.0,DF,,,1,,,,,,0.0
3,Radu Dragusin,36,2025-05-11,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,36,2025-05-11,0,90.0,90.0,321.0,208.0,27.0,27.0,DF,7.0,0.0,2,0.0,3.0,3.0,90.0,231.0,90.0
6,João Palhinha,36,2025-05-11,0,0.0,0.0,17.0,107.0,84.0,30.0,MF,,,2,,,,,,0.0
7,Xavi Simons,36,2025-05-11,0,0.0,0.0,339.0,130.0,130.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,36,2025-05-11,0,90.0,90.0,369.0,233.0,106.0,,,3.0,1.0,4,1.0,4.0,0.0,180.0,324.0,45.0
9,Richarlison,36,2025-05-11,0,67.0,67.0,301.0,204.0,38.0,28.0,FW,,,3,,,,,,0.0
10,James Maddison,36,2025-05-11,1,0.0,0.0,227.0,90.0,90.0,,,,,1,,,,,,0.0
11,,36,2025-05-11,0,90.0,90.0,580.0,,,,,3.0,1.0,4,0.0,3.0,1.0,120.0,490.0,90.0
13,Destiny Udogie,36,2025-05-11,0,0.0,0.0,360.0,90.0,90.0,22.0,DF,,,2,,,,,,0.0
14,,36,2025-05-11,0,90.0,90.0,315.0,,,,,7.0,0.0,2,0.0,4.0,4.0,90.0,225.0,90.0
15,Lucas Bergvall,36,2025-05-11,1,0.0,0.0,226.0,,0.0,19.0,MF,,,0,,,,,,0.0
17,Cristian Romero,36,2025-05-11,0,0.0,0.0,405.0,184.0,69.0,27.0,DF,,,2,,,,,,0.0
19,Dominic Solanke,36,2025-05-11,0,0.0,0.0,419.0,244.0,6.0,,,,,2,,,,,,0.0
20,,36,2025-05-11,0,90.0,254.0,416.0,,,,,7.0,0.0,2,0.0,5.0,25.0,90.0,344.0,72.0
21,Dejan Kulusevski,36,2025-05-11,0,90.0,90.0,397.0,31.0,31.0,,,3.0,1.0,4,0.0,3.0,3.0,180.0,379.0,18.0
22,Brennan Johnson,36,2025-05-11,0,0.0,0.0,445.0,87.0,87.0,24.0,FW,,,2,,,,,,0.0
23,,36,2025-05-11,0,0.0,0.0,417.0,,,,,3.0,1.0,3,0.0,5.0,7.0,90.0,360.0,57.0
24,Djed Spence,36,2025-05-11,0,90.0,90.0,450.0,184.0,99.0,25.0,DF,7.0,0.0,2,0.0,4.0,5.0,90.0,360.0,90.0
28,Wilson Odobert,36,2025-05-11,0,90.0,90.0,285.0,87.0,87.0,20.0,"FW,MF",7.0,0.0,3,0.0,2.0,2.0,90.0,195.0,90.0
29,Pape Matar Sarr,36,2025-05-11,0,90.0,90.0,394.0,105.0,105.0,23.0,MF,3.0,1.0,3,0.0,2.0,1.0,113.0,304.0,90.0
30,Rodrigo Bentancur,36,2025-05-11,0,0.0,0.0,441.0,253.0,109.0,28.0,MF,3.0,1.0,3,0.0,4.0,0.0,90.0,396.0,45.0
37,Micky van de Ven,36,2025-05-11,0,0.0,0.0,315.0,104.0,67.0,24.0,DF,,,2,,,,,,0.0
3,Radu Dragusin,37,2025-05-16,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,37,2025-05-16,0,90.0,180.0,411.0,213.0,32.0,27.0,DF,5.0,0.0,2,0.0,3.0,4.0,90.0,315.0,90.0
6,João Palhinha,37,2025-05-16,0,0.0,0.0,17.0,112.0,89.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,37,2025-05-16,0,0.0,0.0,255.0,135.0,135.0,22.0,"FW,MF",,,1,,,,,,0.0
8,Yves Bissouma,37,2025-05-16,0,45.0,135.0,353.0,238.0,111.0,,,5.0,0.0,3,0.0,4.0,0.0,45.0,315.0,38.0
9,Richarlison,37,2025-05-16,0,0.0,67.0,289.0,209.0,43.0,28.0,FW,8.0,0.0,2,0.0,4.0,0.0,0.0,285.0,4.0
10,James Maddison,37,2025-05-16,1,0.0,0.0,153.0,95.0,95.0,,,,,0,,,,,,0.0
11,,37,2025-05-16,0,90.0,180.0,580.0,,,,,5.0,0.0,3,0.0,3.0,2.0,90.0,412.0,90.0
13,Destiny Udogie,37,2025-05-16,0,0.0,0.0,360.0,95.0,95.0,22.0,DF,,,1,,,,,,0.0
14,,37,2025-05-16,0,90.0,180.0,315.0,,,,,5.0,0.0,2,0.0,4.0,5.0,90.0,225.0,90.0
15,Lucas Bergvall,37,2025-05-16,1,0.0,0.0,190.0,,0.0,19.0,MF,,,0,,,,,,0.0
17,Cristian Romero,37,2025-05-16,0,0.0,0.0,315.0,189.0,74.0,27.0,DF,,,1,,,,,,0.0
19,Dominic Solanke,37,2025-05-16,0,0.0,0.0,362.0,249.0,11.0,,,8.0,0.0,2,0.0,4.0,0.0,0.0,255.0,17.0
20,,37,2025-05-16,0,72.0,252.0,326.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,37,2025-05-16,0,18.0,108.0,381.0,36.0,36.0,,,,,2,,,,,,0.0
22,Brennan Johnson,37,2025-05-16,0,0.0,0.0,359.0,92.0,92.0,24.0,FW,8.0,0.0,2,0.0,4.0,0.0,0.0,271.0,4.0
23,,37,2025-05-16,0,57.0,57.0,417.0,,,,,,,2,,,,,,0.0
24,Djed Spence,37,2025-05-16,0,90.0,180.0,450.0,189.0,104.0,25.0,DF,5.0,0.0,2,0.0,5.0,6.0,90.0,360.0,90.0
28,Wilson Odobert,37,2025-05-16,0,90.0,180.0,371.0,92.0,92.0,20.0,"FW,MF",5.0,0.0,2,0.0,3.0,3.0,90.0,285.0,86.0
29,Pape Matar Sarr,37,2025-05-16,0,90.0,180.0,392.0,110.0,110.0,23.0,MF,5.0,0.0,3,0.0,3.0,2.0,90.0,328.0,52.0
30,Rodrigo Bentancur,37,2025-05-16,0,45.0,45.0,422.0,258.0,114.0,28.0,MF,5.0,0.0,3,0.0,4.0,0.0,45.0,315.0,17.0
37,Micky van de Ven,37,2025-05-16,0,0.0,0.0,315.0,109.0,72.0,24.0,DF,,,1,,,,,,0.0
3,Radu Dragusin,38,2025-05-25,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,38,2025-05-25,0,90.0,270.0,462.0,222.0,41.0,27.0,DF,4.0,0.0,3,0.0,4.0,1.0,12.0,372.0,90.0
6,João Palhinha,38,2025-05-25,0,0.0,0.0,11.0,121.0,98.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,38,2025-05-25,0,0.0,0.0,345.0,144.0,144.0,22.0,"FW,MF",,,1,,,,,,0.0
8,Yves Bissouma,38,2025-05-25,0,38.0,173.0,468.0,247.0,120.0,,,4.0,0.0,3,0.0,3.0,0.0,90.0,443.0,25.0
9,Richarlison,38,2025-05-25,0,4.0,71.0,290.0,218.0,52.0,28.0,FW,4.0,0.0,3,0.0,4.0,0.0,66.0,265.0,25.0
10,James Maddison,38,2025-05-25,1,0.0,0.0,109.0,104.0,104.0,,,,,0,,,,,,0.0
11,,38,2025-05-25,0,90.0,270.0,494.0,,,,,9.0,0.0,2,0.0,3.0,3.0,0.0,412.0,82.0
13,Destiny Udogie,38,2025-05-25,0,0.0,0.0,449.0,104.0,104.0,22.0,DF,4.0,0.0,2,0.0,5.0,11.0,89.0,359.0,90.0
14,,38,2025-05-25,0,90.0,270.0,406.0,,,,,4.0,0.0,3,0.0,4.0,1.0,1.0,316.0,90.0
15,Lucas Bergvall,38,2025-05-25,1,0.0,0.0,90.0,,0.0,19.0,MF,,,0,,,,,,0.0
17,Cristian Romero,38,2025-05-25,0,0.0,0.0,270.0,198.0,83.0,27.0,DF,,,1,,,,,,0.0
19,Dominic Solanke,38,2025-05-25,0,17.0,17.0,403.0,258.0,20.0,,,4.0,0.0,3,0.0,4.0,2.0,90.0,338.0,65.0
20,,38,2025-05-25,0,0.0,162.0,349.0,,,,,7.0,0.0,2,0.0,5.0,0.0,78.0,240.0,19.0
21,Dejan Kulusevski,38,2025-05-25,0,0.0,108.0,269.0,45.0,45.0,,,,,0,,,,,,0.0
22,Brennan Johnson,38,2025-05-25,0,4.0,4.0,419.0,101.0,101.0,24.0,FW,4.0,0.0,3,0.0,4.0,2.0,78.0,329.0,90.0
23,,38,2025-05-25,0,0.0,57.0,417.0,,,,,4.0,0.0,2,0.0,5.0,9.0,90.0,327.0,90.0
24,Djed Spence,38,2025-05-25,0,90.0,270.0,369.0,198.0,113.0,25.0,DF,4.0,0.0,3,0.0,4.0,0.0,1.0,361.0,8.0
28,Wilson Odobert,38,2025-05-25,0,86.0,266.0,350.0,101.0,101.0,20.0,"FW,MF",9.0,0.0,2,0.0,3.0,0.0,0.0,305.0,45.0
29,Pape Matar Sarr,38,2025-05-25,0,52.0,232.0,434.0,119.0,119.0,23.0,MF,4.0,0.0,3,0.0,4.0,4.0,89.0,389.0,45.0
30,Rodrigo Bentancur,38,2025-05-25,0,17.0,62.0,397.0,267.0,123.0,28.0,MF,4.0,0.0,3,0.0,3.0,2.0,90.0,332.0,65.0
37,Micky van de Ven,38,2025-05-25,0,0.0,0.0,335.0,118.0,81.0,24.0,DF,4.0,0.0,2,0.0,5.0,9.0,90.0,270.0,65.0
